"YEAR","COMP","DATE","TEMP","PRECIP","WING","BUCKET","SPECIES","COUNT","SEX","TP","DAY"
1993,"CC","9/15/1993",60,"DRY","C","MID","PELE","1","F",3,28
1993,"CC","9/15/1993",60,"DRY","CR","1","PELE","1","F",3,28
1993,"42","9/16/1993",43,"WET","B","MID","BLBR","1","M",3,29
1993,"42","9/16/1993",43,"WET","B","OUT","MYGA","1","M",3,29
1993,"42","9/16/1993",43,"WET","BR","2","MYGA","1","F",3,29
1993,"42","9/16/1993",43,"WET","CR","2","MYGA","1","M",3,29
1993,"42","9/16/1993",43,"WET","CR","2","PEMA","1","M",3,29
1993,"45","9/16/1993",43,"WET","B","MID","MYGA","1","F",3,29
1993,"45","9/16/1993",43,"WET","B","OUT","PEMA","1","F",3,29
1993,"45","9/16/1993",43,"WET","CR","1","SOCI","1","M",3,29
1993,"5&6","9/16/1993",43,"WET","AR","1","PELE","1","F",3,29
1993,"5&6","9/16/1993",43,"WET","C","MID","MYGA","1","M",3,29
1993,"5&6","9/16/1993",43,"WET","C","OUT","MYGA","1","F",3,29
1993,"5&6","9/16/1993",43,"WET","C","OUT","MYGA","1","M",3,29
1993,"CC","9/16/1993",43,"WET","A","MID","MYGA","1","M",3,29
1993,"CC","9/16/1993",43,"WET","A","MID","SOCI","1","M",3,29
1993,"CC","9/16/1993",43,"WET","A","OUT","MYGA","1","U",3,29
1993,"CC","9/16/1993",43,"WET","BR","1","PEMA","1","F",3,29
1993,"CC","9/16/1993",43,"WET","C","MID","BLBR","1","M",3,29
1993,"5&6","9/17/1993",36,"DRY","AR","1","PELE","1","F",3,30
1993,"5&6","9/17/1993",36,"DRY","C","OUT","SOCI","1","M",3,30
1994,"45","7/7/1994",65,"DRY","A","IN","SOCI","1","M",1,1
1994,"CC","7/7/1994",65,"DRY","C","MID","SOCI","1","M",1,1
1994,"42","7/8/1994",65,"WET","A","OUT","MIPI","1","M",1,2
1994,"42","7/9/1994",64,"WET","AR","1","MYGA","1","F",1,3
1994,"42","7/9/1994",64,"WET","B","OUT","SOCI","1","U",1,3
1994,"42","7/9/1994",64,"WET","BR","2","PELE","1","M",1,3
1994,"CC","7/9/1994",64,"WET","AR","1","SOCI","1","F",1,3
1994,"CC","7/9/1994",64,"WET","C","MID","SOCI","1","F",1,3
1994,"CC","7/9/1994",64,"WET","C","MID","SOCI","1","M",1,3
1994,"CC","7/9/1994",64,"WET","C","OUT","MIPE","1","M",1,3
1994,"42","7/10/1994",65,"WET","AR","2","SOCI","1","M",1,4
1994,"42","7/10/1994",65,"WET","BR","1","BLBR","1","M",1,4
1994,"42","7/10/1994",65,"WET","C","OUT","SOCI","1","F",1,4
1994,"45","7/10/1994",65,"WET","BR","2","MYGA","1","M",1,4
1994,"45","7/10/1994",65,"WET","CR","2","SYCO","1","M",1,4
1994,"CC","7/10/1994",65,"WET","BR","1","MYGA","1","M",1,4
1994,"CC","7/10/1994",65,"WET","C","MID","SOCI","1","M",1,4
1994,"CC","7/10/1994",65,"WET","CR","2","SOCI","1","M",1,4
1994,"CC","7/13/1994",56,"DRY","A","MID","SOHO","1","U",1,7
1994,"CC","7/13/1994",56,"DRY","C","IN","PELE","1","F",1,7
1994,"42","7/16/1994",53,"WET","A","OUT","SOCI","1","M",1,10
1994,"42","7/16/1994",53,"WET","BR","2","PELE","1","M",1,10
1994,"42","7/16/1994",53,"WET","BR","2","PELE","1","M",1,10
1994,"42","7/16/1994",53,"WET","CR","1","SOCI","1","U",1,10
1994,"42","7/16/1994",53,"WET","CR","1","MYGA","1","M",1,10
1994,"45","7/16/1994",53,"WET","B","IN","SOCI","1","U",1,10
1994,"45","7/16/1994",53,"WET","B","MID","MYGA","1","M",1,10
1994,"45","7/16/1994",53,"WET","B","OUT","SYCO","1","M",1,10
1994,"45","7/16/1994",53,"WET","C","IN","MIPI","1","M",1,10
1994,"45","7/16/1994",53,"WET","CR","1","SOCI","1","M",1,10
1994,"45","7/16/1994",53,"WET","CR","2","SOCI","1","F",1,10
1994,"CC","7/16/1994",53,"WET","A","MID","SOCI","1","M",1,10
1994,"CC","7/16/1994",53,"WET","A","OUT","SOCI","1","F",1,10
1994,"5&6","7/12/1994",47,"DRY","B","MID","MYGA","1","M",1,1
1994,"5&6","7/12/1994",47,"DRY","B","MID","MYGA","1","M",1,1
1994,"5&6","7/13/1994",56,"DRY","A","MID","SOCI","1","M",1,2
1994,"5&6","7/16/1994",53,"WET","B","IN","SOCI","1","M",1,5
1994,"5&6","7/16/1994",53,"WET","CR","2","PEMA","1","M",1,5
1994,"5&6","7/19/1994",63,"WET","B","MID","PELE","1","M",1,8
1994,"5&6","7/19/1994",63,"WET","BR","2","SOCI","1","U",1,8
1994,"5&6","7/21/1994",62,"DRY","CR","2","NAIN","1","F",1,10
1994,"42","8/2/1994",58,"DRY","B","OUT","PELE","1","F",2,11
1994,"42","8/2/1994",58,"DRY","Z","CTR","PELE","1","M",2,11
1994,"45","8/2/1994",58,"DRY","A","OUT","PELE","1","F",2,11
1994,"45","8/2/1994",58,"DRY","A","OUT","PELE","1","M",2,11
1994,"45","8/2/1994",58,"DRY","C","MID","PELE","1","M",2,11
1994,"CC","8/2/1994",58,"DRY","A","MID","PELE","1","M",2,11
1994,"CC","8/2/1994",58,"DRY","C","MID","SOCI","1","U",2,11
1994,"CC","8/2/1994",58,"DRY","C","MID","SOCI","1","F",2,11
1994,"CC","8/2/1994",58,"DRY","C","MID","SOCI","1","M",2,11
1994,"CC","8/2/1994",58,"DRY","C","MID","PELE","1","M",2,11
1994,"42","8/3/1994",63,"WET","B","MID","MYGA","1","F",2,12
1994,"42","8/3/1994",63,"WET","C","OUT","SOCI","1","U",2,12
1994,"42","8/3/1994",63,"WET","CR","1","MYGA","1","M",2,12
1994,"45","8/3/1994",63,"WET","A","IN","PELE","1","F",2,12
1994,"45","8/3/1994",63,"WET","B","IN","PEMA","1","M",2,12
1994,"45","8/3/1994",63,"WET","B","MID","PELE","1","M",2,12
1994,"45","8/3/1994",63,"WET","BR","1","MYGA","1","M",2,12
1994,"45","8/3/1994",63,"WET","BR","2","SOCI","1","U",2,12
1994,"45","8/3/1994",63,"WET","C","MID","PELE","1","M",2,12
1994,"45","8/3/1994",63,"WET","C","MID","MYGA","1","M",2,12
1994,"45","8/3/1994",63,"WET","CR","1","MYGA","1","M",2,12
1994,"5&6","8/3/1994",63,"WET","AR","2","NAIN","1","F",2,12
1994,"5&6","8/3/1994",63,"WET","CR","2","SOCI","1","U",2,12
1994,"CC","8/3/1994",63,"WET","A","MID","PELE","1","M",2,12
1994,"CC","8/3/1994",63,"WET","C","MID","SOCI","1","M",2,12
1994,"42","8/4/1994",57,"DRY","CR","2","PELE","1","F",2,13
1994,"45","8/4/1994",57,"DRY","BR","1","MYGA","1","M",2,13
1994,"45","8/4/1994",57,"DRY","BR","2","SOCI","1","U",2,13
1994,"5&6","8/4/1994",57,"DRY","B","MID","SOCI","1","U",2,13
1994,"CC","8/4/1994",57,"DRY","C","IN","PELE","1","M",2,13
1994,"CC","8/4/1994",57,"DRY","Z","CTR","PELE","1","F",2,13
1994,"42","8/5/1994",54,"DRY","A","IN","SOCI","1","M",2,14
1994,"42","8/5/1994",54,"DRY","C","IN","MIPI","1","F",2,14
1994,"42","8/5/1994",54,"DRY","CR","2","SOCI","1","U",2,14
1994,"45","8/5/1994",54,"DRY","C","IN","SOCI","1","U",2,14
1994,"45","8/5/1994",54,"DRY","C","MID","SOCI","1","U",2,14
1994,"CC","8/5/1994",54,"DRY","AR","2","PELE","1","M",2,14
1994,"CC","8/5/1994",54,"DRY","B","IN","SOHO","1","U",2,14
1994,"CC","8/5/1994",54,"DRY","C","OUT","SOCI","1","U",2,14
1994,"CC","8/5/1994",54,"DRY","CR","1","PELE","1","F",2,14
1994,"42","8/6/1994",40,"DRY","A","MID","MYGA","1","F",2,15
1994,"42","8/6/1994",40,"DRY","BR","1","MYGA","1","M",2,15
1994,"45","8/6/1994",40,"DRY","C","MID","PEMA","1","M",2,15
1994,"CC","8/6/1994",40,"DRY","AR","1","PELE","1","M",2,15
1994,"CC","8/6/1994",40,"DRY","C","OUT","NAIN","1","F",2,15
1994,"42","8/7/1994",41,"DRY","BR","2","SOCI","1","U",2,16
1994,"5&6","8/8/1994",45,"DRY","CR","2","SOCI","1","U",2,17
1994,"5&6","8/9/1994",47,"DRY","B","OUT","SOCI","1","U",2,18
1994,"5&6","8/9/1994",47,"DRY","B","OUT","SOCI","1","F",2,18
1994,"42","8/10/1994",50,"DRY","A","OUT","SOCI","1","U",2,19
1994,"45","8/10/1994",50,"DRY","B","MID","SOCI","1","U",2,19
1994,"5&6","8/10/1994",50,"DRY","A","MID","MIPE","1","M",2,19
1994,"CC","8/10/1994",50,"DRY","A","MID","MYGA","1","M",2,19
1994,"CC","8/10/1994",50,"DRY","CR","1","SOCI","1","U",2,19
1994,"CC","8/11/1994",45,"DRY","C","MID","SOCI","1","U",2,20
1994,"42","9/28/1994",54,"WET","A","OUT","SOCI","1","U",3,21
1994,"42","9/28/1994",54,"WET","A","OUT","NAIN","1","F",3,21
1994,"42","9/28/1994",54,"WET","A","OUT","MYGA","1","M",3,21
1994,"42","9/28/1994",54,"WET","AR","2","SOCI","1","U",3,21
1994,"42","9/28/1994",54,"WET","B","IN","BLBR","1","M",3,21
1994,"42","9/28/1994",54,"WET","B","MID","MYGA","1","M",3,21
1994,"42","9/28/1994",54,"WET","BR","2","SOCI","1","U",3,21
1994,"42","9/28/1994",54,"WET","C","MID","SOCI","1","U",3,21
1994,"42","9/28/1994",54,"WET","C","MID","PEMA","1","M",3,21
1994,"42","9/28/1994",54,"WET","CR","2","SOCI","1","U",3,21
1994,"42","9/28/1994",54,"WET","CR","2","PEMA","1","F",3,21
1994,"45","9/28/1994",54,"WET","A","IN","MYGA","1","F",3,21
1994,"45","9/28/1994",54,"WET","A","OUT","BLBR","1","F",3,21
1994,"45","9/28/1994",54,"WET","B","IN","SOCI","1","U",3,21
1994,"45","9/28/1994",54,"WET","B","IN","SOCI","1","U",3,21
1994,"45","9/28/1994",54,"WET","B","MID","SOCI","1","U",3,21
1994,"45","9/28/1994",54,"WET","B","MID","SOCI","1","U",3,21
1994,"45","9/28/1994",54,"WET","B","OUT","TAST","1","F",3,21
1994,"45","9/28/1994",54,"WET","BR","1","MYGA","1","F",3,21
1994,"45","9/28/1994",54,"WET","BR","2","SOCI","1","U",3,21
1994,"45","9/28/1994",54,"WET","BR","2","SOCI","1","U",3,21
